area,year,consumption
Bulgaria,2007,19.3949355569
Bulgaria,2008,19.4548488935
Bulgaria,2009,17.0418762275
Bulgaria,2010,17.7721560845
Bulgaria,2011,19.0872416165
Bulgaria,2012,17.9078343917
Czech Republic,1965,40.119
Czech Republic,1966,40.439
Czech Republic,1967,39.794
Czech Republic,1968,41.484
Czech Republic,1969,43.335
Czech Republic,1970,45.232
Czech Republic,1971,47.467
Czech Republic,1972,47.762
Czech Republic,1973,48.034
Czech Republic,1974,48.518
Czech Republic,1975,50.451
Czech Republic,1976,51.945
Czech Republic,1977,53.84
Czech Republic,1978,54.627
Czech Republic,1979,55.252
Czech Republic,1980,53.899
Czech Republic,1981,53.317
Czech Republic,1982,52.647
Czech Republic,1983,52.279
Czech Republic,1984,53.939
Czech Republic,1985,53.502
Czech Republic,1986,54.12
Czech Republic,1987,55.265
Czech Republic,1988,55.522
Czech Republic,1989,53.741
Czech Republic,1990,49.976
Czech Republic,1991,45.867
Czech Republic,1992,40.509
Czech Republic,1993,39.1420067883
Czech Republic,1994,39.3659189935
Czech Republic,1995,41.3646413993
Czech Republic,1996,43.0830723175
Czech Republic,1997,41.8317798796
Czech Republic,1998,39.9878234602
Czech Republic,1999,38.629545866
Czech Republic,2000,40.123984206
Czech Republic,2001,41.6153053808
Czech Republic,2002,41.5812324297
Czech Republic,2003,43.6647798796
Czech Republic,2004,45.334194325
Czech Republic,2005,45.3379603838
Czech Republic,2006,46.0891095895
Czech Republic,2007,45.546084672
Czech Republic,2008,44.5040914757
Czech Republic,2009,41.7544351584
Czech Republic,2010,43.4507651623
Czech Republic,2011,42.8109056049
Czech Republic,2012,41.9450131522
Denmark,1965,12.307
Denmark,1966,13.931
Denmark,1967,14.449
Denmark,1968,16.157
Denmark,1969,18.681
Denmark,1970,20.425
Denmark,1971,19.762
Denmark,1972,20.706
Denmark,1973,19.754
Denmark,1974,18.164
Denmark,1975,18.165
Denmark,1976,19.281
Denmark,1977,19.929
Denmark,1978,19.534685682
Denmark,1979,20.069371364
Denmark,1980,19.494399887
Denmark,1981,18.219399887
Denmark,1982,16.6572283723
Denmark,1983,15.837661071
Denmark,1984,16.7550552911
Denmark,1985,18.3998939204
Denmark,1986,18.8452472478
Denmark,1987,18.1115266225
Denmark,1988,18.1247731513
Denmark,1989,16.5884260471
Denmark,1990,17.0590083374
Denmark,1991,19.7789657869
Denmark,1992,18.2575420487
Denmark,1993,19.5864354025
Denmark,1994,21.0739470383
Denmark,1995,20.6791422139
Denmark,1996,24.6491648331
Denmark,1997,22.3978342377
Denmark,1998,21.4425325331
Denmark,1999,20.8357361587
Denmark,2000,20.0631686616
Denmark,2001,19.9431592426
Denmark,2002,19.9188048997
Denmark,2003,21.4067412613
Denmark,2004,20.4524322771
Denmark,2005,19.8303445918
Denmark,2006,21.8962814074
Denmark,2007,20.8593231072
Denmark,2008,20.0486170643
Denmark,2009,18.7879106027
Denmark,2010,19.5643061074
Denmark,2011,18.3092798981
Denmark,2012,16.961532047
Finland,1965,9.876
Finland,1966,11.174
Finland,1967,11.718
Finland,1968,12.776
Finland,1969,14.15
Finland,1970,15.37
Finland,1971,15.761
Finland,1972,15.889
Finland,1973,17.582
Finland,1974,16.76
Finland,1975,17.134
Finland,1976,18.273
Finland,1977,19.17
Finland,1978,19.842
Finland,1979,21.337
Finland,1980,21.248
Finland,1981,21.135
Finland,1982,20.543
Finland,1983,20.946
Finland,1984,21.282
Finland,1985,22.158
Finland,1986,22.343
Finland,1987,23.773
Finland,1988,23.5
Finland,1989,23.374
Finland,1990,24.2949200177
Finland,1991,24.9229438933
Finland,1992,24.6754422944
Finland,1993,25.0356024595
Finland,1994,26.4655198233
Finland,1995,25.5832316665
Finland,1996,26.9353706756
Finland,1997,26.8062562675
Finland,1998,27.4021780825
Finland,1999,27.4008407576
Finland,2000,27.740602887
Finland,2001,28.1899009575
Finland,2002,28.2129397574
Finland,2003,30.3582553546
Finland,2004,30.4404526657
Finland,2005,28.0864469581
Finland,2006,29.3939275898
Finland,2007,29.3921615665
Finland,2008,28.6895688558
Finland,2009,26.7472713434
Finland,2010,28.9078518697
Finland,2011,26.9062182742
Finland,2012,26.4391957705
France,1965,114.7780219487
France,1966,116.5327217722
France,1967,125.0377285604
France,1968,131.3359103046
France,1969,144.6159099878
France,1970,155.7886583247
France,1971,161.2229931212
France,1972,171.5951940309
France,1973,186.8982203919
France,1974,184.9413601394
France,1975,171.8883064896
France,1976,183.3435661855
France,1977,186.4540195954
France,1978,193.018071073
France,1979,194.5517892927
France,1980,191.1180253654
France,1981,189.1146023216
France,1982,185.0689291307
France,1983,185.6139172738
France,1984,193.0481195185
France,1985,195.7575378106
France,1986,202.0009560121
France,1987,206.069661583
France,1988,206.9009322985
France,1989,212.1564935964
France,1990,219.2083943354
France,1991,231.6631339557
France,1992,234.1552951088
France,1993,233.4844493099
France,1994,230.3201461511
France,1995,236.3393514742
France,1996,244.7776425722
France,1997,240.9751116228
France,1998,246.9827617014
France,1999,251.6608879503
France,2000,254.5828876788
France,2001,258.2238505752
France,2002,255.7984097646
France,2003,259.8613578625
France,2004,264.3258438968
France,2005,263.0484964669
France,2006,261.3078065346
France,2007,257.93862704
France,2008,258.9475041659
France,2009,245.0075822493
France,2010,253.0821000435
France,2011,244.7002071651
France,2012,245.437235735
Germany,1965,256.1124186089
Germany,1966,256.3265064036
Germany,1967,255.3020028511
Germany,1968,272.4858201566
Germany,1969,293.7240180115
Germany,1970,309.5736117032
Germany,1971,311.0860812386
Germany,1972,320.7996819795
Germany,1973,339.6653387426
Germany,1974,331.396597864
Germany,1975,319.8695480339
Germany,1976,340.1883012699
Germany,1977,341.1674752503
Germany,1978,352.1890253831
Germany,1979,371.3383566077
Germany,1980,355.8647856677
Germany,1981,343.8514479004
Germany,1982,333.59324207
Germany,1983,333.9995803401
Germany,1984,347.8051337304
Germany,1985,358.8563359592
Germany,1986,359.8376401674
Germany,1987,360.9577189424
Germany,1988,362.2328873612
Germany,1989,354.5247994508
Germany,1990,349.5618559986
Germany,1991,340.0780489659
Germany,1992,335.7062746074
Germany,1993,333.5375348237
Germany,1994,331.2507424537
Germany,1995,333.2829346065
Germany,1996,344.2460126261
Germany,1997,338.5562431552
Germany,1998,335.7318723809
Germany,1999,329.9848944653
Germany,2000,333.0079722587
Germany,2001,338.7459171381
Germany,2002,334.0346023895
Germany,2003,336.8430419967
Germany,2004,337.1279521655
Germany,2005,333.104953684
Germany,2006,339.6205110598
Germany,2007,324.5452909294
Germany,2008,326.8039639971
Germany,2009,307.7480791661
Germany,2010,322.4214327988
Germany,2011,307.4613901736
Germany,2012,311.7449487764
Greece,1965,6.73
Greece,1966,7.37
Greece,1967,8.11
Greece,1968,8.425
Greece,1969,8.898
Greece,1970,9.896
Greece,1971,11.797
Greece,1972,13.237
Greece,1973,15.238
Greece,1974,14.825
Greece,1975,16.903
Greece,1976,18.673
Greece,1977,19.36
Greece,1978,19.666
Greece,1979,17.238
Greece,1980,17.215
Greece,1981,16.598
Greece,1982,16.675
Greece,1983,16.825
Greece,1984,17.626
Greece,1985,18.729
Greece,1986,18.775
Greece,1987,20.5622262751
Greece,1988,21.7752262751
Greece,1989,23.5312262751
Greece,1990,24.3284525501
Greece,1991,24.3754525501
Greece,1992,25.1110364755
Greece,1993,25.2318612029
Greece,1994,25.9415984523
Greece,1995,26.7329196271
Greece,1996,27.0781459022
Greece,1997,27.2613721772
Greece,1998,28.7073795194
Greece,1999,30.2249172348
Greece,2000,31.966453972
Greece,2001,32.1066105951
Greece,2002,33.0012900816
Greece,2003,32.7128805575
Greece,2004,34.2268300615
Greece,2005,33.8823255994
Greece,2006,34.8673557585
Greece,2007,34.8697276096
Greece,2008,34.539252354
Greece,2009,33.1471368018
Greece,2010,31.0891209338
Greece,2011,30.3911369405
Greece,2012,28.7509363844
Hungary,1965,15.652
Hungary,1966,15.921
Hungary,1967,15.139
Hungary,1968,15.704
Hungary,1969,16.789
Hungary,1970,17.929
Hungary,1971,18.561
Hungary,1972,19.043
Hungary,1973,20.561
Hungary,1974,21.108
Hungary,1975,22.386
Hungary,1976,23.925
Hungary,1977,25.053
Hungary,1978,26.737
Hungary,1979,26.438
Hungary,1980,26.385
Hungary,1981,26.114
Hungary,1982,26.206
Hungary,1983,25.727
Hungary,1984,26.33
Hungary,1985,28.04
Hungary,1986,27.852
Hungary,1987,29.109
Hungary,1988,28.253
Hungary,1989,27.645
Hungary,1990,26.584
Hungary,1991,25.508
Hungary,1992,23.724
Hungary,1993,23.734
Hungary,1994,24.462
Hungary,1995,24.6618102005
Hungary,1996,25.2898102005
Hungary,1997,24.7802627506
Hungary,1998,24.8085839254
Hungary,1999,24.4910364755
Hungary,2000,23.7022627506
Hungary,2001,24.2433941259
Hungary,2002,23.6129415758
Hungary,2003,24.2006420329
Hungary,2004,24.2807501923
Hungary,2005,25.9550733131
Hungary,2006,25.8186736661
Hungary,2007,25.5039839345
Hungary,2008,25.1994321733
Hungary,2009,23.0024566843
Hungary,2010,23.7129767753
Hungary,2011,22.964236453
Hungary,2012,21.9066161262
Republic of Ireland,1965,4.8681578947
Republic of Ireland,1966,5.4141052632
Republic of Ireland,1967,5.8305789474
Republic of Ireland,1968,6.6416842105
Republic of Ireland,1969,6.7165789474
Republic of Ireland,1970,5.1765789474
Republic of Ireland,1971,5.3622631579
Republic of Ireland,1972,5.7892631579
Republic of Ireland,1973,6.3887368421
Republic of Ireland,1974,6.3469473684
Republic of Ireland,1975,5.8254210526
Republic of Ireland,1976,5.9342105263
Republic of Ireland,1977,6.3584210526
Republic of Ireland,1978,6.7498947368
Republic of Ireland,1979,7.6228421053
Republic of Ireland,1980,7.3914736842
Republic of Ireland,1981,7.2447368421
Republic of Ireland,1982,7.1285789474
Republic of Ireland,1983,6.9843157895
Republic of Ireland,1984,6.9892631579
Republic of Ireland,1985,7.1374736842
Republic of Ireland,1986,7.9958947368
Republic of Ireland,1987,7.9582631579
Republic of Ireland,1988,7.8833684211
Republic of Ireland,1989,8.2398947368
Republic of Ireland,1990,8.5288947368
Republic of Ireland,1991,8.9854210526
Republic of Ireland,1992,9.0362105263
Republic of Ireland,1993,9.3323090012
Republic of Ireland,1994,9.7561669457
Republic of Ireland,1995,9.9921511065
Republic of Ireland,1996,10.7548921121
Republic of Ireland,1997,11.3282627959
Republic of Ireland,1998,12.3055904874
Republic of Ireland,1999,13.1917834548
Republic of Ireland,2000,13.7430840386
Republic of Ireland,2001,14.6694591574
Republic of Ireland,2002,14.5326394533
Republic of Ireland,2003,14.1916655202
Republic of Ireland,2004,14.6192728877
Republic of Ireland,2005,15.0971118704
Republic of Ireland,2006,15.4868494818
Republic of Ireland,2007,15.9318966376
Republic of Ireland,2008,15.7432691316
Republic of Ireland,2009,14.4258697832
Republic of Ireland,2010,14.4320366113
Republic of Ireland,2011,13.3319760023
Republic of Ireland,2012,12.9571617367
Italy,1965,80.015885188
Italy,1966,87.1202564149
Italy,1967,94.0855043219
Italy,1968,101.3414168439
Italy,1969,109.6296208535
Italy,1970,121.0999339729
Italy,1971,127.240693171
Italy,1972,131.4231111463
Italy,1973,137.0165349595
Italy,1974,136.2195850115
Italy,1975,132.1300746708
Italy,1976,141.6717324976
Italy,1977,141.2059074535
Italy,1978,144.1924335883
Italy,1979,148.4639890935
Italy,1980,144.5780836765
Italy,1981,142.705552971
Italy,1982,139.0571001041
Italy,1983,136.9617430873
Italy,1984,138.1623347513
Italy,1985,138.3051539576
Italy,1986,142.2621162149
Italy,1987,146.8876769245
Italy,1988,149.7633331674
Italy,1989,153.5247566643
Italy,1990,154.7199668143
Italy,1991,157.9100332406
Italy,1992,158.2231567854
Italy,1993,155.4743375606
Italy,1994,155.4037543994
Italy,1995,161.8544849302
Italy,1996,162.3071272912
Italy,1997,163.9194089695
Italy,1998,168.4342711228
Italy,1999,173.761722089
Italy,2000,175.7074587048
Italy,2001,176.8500994705
Italy,2002,175.421054306
Italy,2003,180.9952541974
Italy,2004,184.6252955152
Italy,2005,185.1253298185
Italy,2006,184.6178499344
Italy,2007,181.800437389
Italy,2008,180.368321581
Italy,2009,168.1003761823
Italy,2010,173.231149225
Italy,2011,169.5737288766
Italy,2012,162.4892780739
Kazakhstan,1965,n/a
Kazakhstan,1966,n/a
Kazakhstan,1967,n/a
Kazakhstan,1968,n/a
Kazakhstan,1969,n/a
Kazakhstan,1970,n/a
Kazakhstan,1971,n/a
Kazakhstan,1972,n/a
Kazakhstan,1973,n/a
Kazakhstan,1974,n/a
Kazakhstan,1975,n/a
Kazakhstan,1976,n/a
Kazakhstan,1977,n/a
Kazakhstan,1978,n/a
Kazakhstan,1979,n/a
Kazakhstan,1980,n/a
Kazakhstan,1981,n/a
Kazakhstan,1982,n/a
Kazakhstan,1983,n/a
Kazakhstan,1984,n/a
Kazakhstan,1985,67.5466622318
Kazakhstan,1986,69.139588494
Kazakhstan,1987,70.7062006237
Kazakhstan,1988,73.2784985847
Kazakhstan,1989,72.1007312346
Kazakhstan,1990,74.3162348477
Kazakhstan,1991,73.163433923
Kazakhstan,1992,73.7264359664
Kazakhstan,1993,65.3104874105
Kazakhstan,1994,57.9566045642
Kazakhstan,1995,50.819634421
Kazakhstan,1996,41.9954796511
Kazakhstan,1997,39.41661518
Kazakhstan,1998,36.7647280916
Kazakhstan,1999,33.7891099144
Kazakhstan,2000,38.1023977044
Kazakhstan,2001,39.3124489876
Kazakhstan,2002,40.8911902414
Kazakhstan,2003,44.6396307767
Kazakhstan,2004,44.6137963323
Kazakhstan,2005,47.2201257565
Kazakhstan,2006,50.7046689975
Kazakhstan,2007,52.3783086343
Kazakhstan,2008,53.3316823133
Kazakhstan,2009,50.0508740422
Kazakhstan,2010,50.0453692537
Kazakhstan,2011,55.6911982993
Kazakhstan,2012,58.1350136558
Lithuania,1965,n/a
Lithuania,1966,n/a
Lithuania,1967,n/a
Lithuania,1968,n/a
Lithuania,1969,n/a
Lithuania,1970,n/a
Lithuania,1971,n/a
Lithuania,1972,n/a
Lithuania,1973,n/a
Lithuania,1974,n/a
Lithuania,1975,n/a
Lithuania,1976,n/a
Lithuania,1977,n/a
Lithuania,1978,n/a
Lithuania,1979,n/a
Lithuania,1980,n/a
Lithuania,1981,n/a
Lithuania,1982,n/a
Lithuania,1983,n/a
Lithuania,1984,n/a
Lithuania,1985,15.2787122029
Lithuania,1986,14.0512806549
Lithuania,1987,14.7631564757
Lithuania,1988,15.4507629796
Lithuania,1989,16.7244634397
Lithuania,1990,17.0881104131
Lithuania,1991,17.6534266398
Lithuania,1992,10.8731005409
Lithuania,1993,8.2113488628
Lithuania,1994,7.1965256496
Lithuania,1995,8.0821106245
Lithuania,1996,8.8832507644
Lithuania,1997,8.5417511427
Lithuania,1998,9.1033567
Lithuania,1999,7.6926778748
Lithuania,2000,6.8827751278
Lithuania,2001,8.0091050821
Lithuania,2002,8.5118254514
Lithuania,2003,8.9491459474
Lithuania,2004,9.0489616427
Lithuania,2005,8.3312137439
Lithuania,2006,8.0133749499
Lithuania,2007,8.6260779444
Lithuania,2008,8.5502201369
Lithuania,2009,7.8400798468
Lithuania,2010,5.8986115296
Lithuania,2011,6.1109840617
Lithuania,2012,5.9784805024
Netherlands,1965,36.0836222413
Netherlands,1966,38.4218999713
Netherlands,1967,40.6113813414
Netherlands,1968,45.0778135569
Netherlands,1969,50.4130758097
Netherlands,1970,56.5621294067
Netherlands,1971,59.5219848094
Netherlands,1972,69.0116765549
Netherlands,1973,73.2958356263
Netherlands,1974,69.497174262
Netherlands,1975,70.0717870073
Netherlands,1976,76.444665392
Netherlands,1977,75.0429736842
Netherlands,1978,75.8309036882
Netherlands,1979,78.8747908938
Netherlands,1980,74.0610407275
Netherlands,1981,70.1403557359
Netherlands,1982,65.2979511027
Netherlands,1983,65.2380280341
Netherlands,1984,68.0553320905
Netherlands,1985,70.5263433596
Netherlands,1986,73.5419210778
Netherlands,1987,74.9788507172
Netherlands,1988,75.1902425004
Netherlands,1989,75.3815253714
Netherlands,1990,77.8613097561
Netherlands,1991,79.704708958
Netherlands,1992,79.9149969707
Netherlands,1993,81.3196578121
Netherlands,1994,81.0843917912
Netherlands,1995,84.3392021851
Netherlands,1996,87.1929424978
Netherlands,1997,86.6633532902
Netherlands,1998,86.9259927764
Netherlands,1999,85.2554534056
Netherlands,2000,87.836194762
Netherlands,2001,90.9959938232
Netherlands,2002,91.1768449891
Netherlands,2003,92.0321068067
Netherlands,2004,95.0162404857
Netherlands,2005,96.7010995307
Netherlands,2006,96.1131488061
Netherlands,2007,95.6467533354
Netherlands,2008,93.5929431692
Netherlands,2009,92.2671913706
Netherlands,2010,96.4827464691
Netherlands,2011,91.8602259394
Netherlands,2012,89.063731549
Norway,1965,17.038
Norway,1966,17.481
Norway,1967,18.76
Norway,1968,21.009
Norway,1969,21.115
Norway,1970,22.151
Norway,1971,23.371
Norway,1972,24.78
Norway,1973,26.185
Norway,1974,26.208
Norway,1975,26.601
Norway,1976,28.514
Norway,1977,26.335
Norway,1978,29.599
Norway,1979,31.573
Norway,1980,30.106
Norway,1981,31.643
Norway,1982,31.354
Norway,1983,34.271
Norway,1984,34.794
Norway,1985,34.5311436585
Norway,1986,33.8406710294
Norway,1987,35.3655273709
Norway,1988,36.402147398
Norway,1989,38.7578619508
Norway,1990,39.5931213942
Norway,1991,36.5326608729
Norway,1992,38.4996368999
Norway,1993,39.709895291
Norway,1994,38.7126205135
Norway,1995,40.7954084777
Norway,1996,37.6033261946
Norway,1997,39.7234610168
Norway,1998,41.0958695195
Norway,1999,42.0616584329
Norway,2000,46.2676587828
Norway,2001,41.949225997
Norway,2002,43.6192506091
Norway,2003,39.1544982379
Norway,2004,39.8528311912
Norway,2005,45.998522253
Norway,2006,42.3982179554
Norway,2007,46.1120698949
Norway,2008,47.085748556
Norway,2009,43.8991138506
Norway,2010,42.1019813243
Norway,2011,43.2203302241
Norway,2012,48.1299135954
Poland,1965,66.5818427841
Poland,1966,67.8768625153
Poland,1967,69.8402000724
Poland,1968,75.1413686926
Poland,1969,80.2835354573
Poland,1970,84.6978172603
Poland,1971,87.4497768928
Poland,1972,92.2394250351
Poland,1973,93.9398144997
Poland,1974,97.0331767208
Poland,1975,104.6914343124
Poland,1976,110.3089354211
Poland,1977,114.9905526542
Poland,1978,120.7301538218
Poland,1979,122.5692845635
Poland,1980,128.3771152193
Poland,1981,115.7264935964
Poland,1982,117.9300588315
Poland,1983,118.570860162
Poland,1984,123.3325457754
Poland,1985,126.134765217
Poland,1986,129.7261014617
Poland,1987,133.9381357198
Poland,1988,131.3785288048
Poland,1989,126.3591117346
Poland,1990,105.7784199183
Poland,1991,101.6977176531
Poland,1992,95.2414222143
Poland,1993,97.065734821
Poland,1994,96.2299936817
Poland,1995,96.5483688528
Poland,1996,101.0126435965
Poland,1997,98.6730848707
Poland,1998,95.1381921424
Poland,1999,93.0517091872
Poland,2000,88.531624686
Poland,2001,88.9476602245
Poland,2002,87.6839200512
Poland,2003,90.0918260771
Poland,2004,91.38301169
Poland,2005,91.1732981805
Poland,2006,94.7193343059
Poland,2007,95.7021778405
Poland,2008,96.1910105661
Poland,2009,92.1144656655
Poland,2010,99.508257427
Poland,2011,99.7978491936
Poland,2012,97.6363291404
Portugal,1965,4.3098389374
Portugal,1966,4.780255012
Portugal,1967,5.1174448115
Portugal,1968,5.2385907137
Portugal,1969,5.8813570168
Portugal,1970,6.4520871612
Portugal,1971,7.3163573336
Portugal,1972,7.9755690818
Portugal,1973,8.690255012
Portugal,1974,8.8167295108
Portugal,1975,8.7064009142
Portugal,1976,8.7400432638
Portugal,1977,9.869948364
Portugal,1978,10.2414958139
Portugal,1979,11.0633789655
Portugal,1980,11.0954080192
Portugal,1981,11.3283715436
Portugal,1982,12.0888750962
Portugal,1983,11.7776413993
Portugal,1984,12.3844005974
Portugal,1985,12.0979987329
Portugal,1986,12.9941226863
Portugal,1987,13.0149328868
Portugal,1988,13.8287576142
Portugal,1989,15.2660226504
Portugal,1990,16.1650257492
Portugal,1991,16.7311787564
Portugal,1992,17.1805745087
Portugal,1993,17.4831673882
Portugal,1994,18.0884992378
Portugal,1995,19.3355374339
Portugal,1996,19.7140975959
Portugal,1997,20.8024383053
Portugal,1998,23.0022309965
Portugal,1999,23.613764118
Portugal,2000,25.2485649619
Portugal,2001,25.430066524
Portugal,2002,25.4878910275
Portugal,2003,25.7703468155
Portugal,2004,25.3943870098
Portugal,2005,25.6013082932
Portugal,2006,25.5491839219
Portugal,2007,25.3632291513
Portugal,2008,23.8066352994
Portugal,2009,24.2150810617
Portugal,2010,25.3843503698
Portugal,2011,24.059920117
Portugal,2012,22.6621841207
Romania,1965,25.157
Romania,1966,26.85
Romania,1967,29.921
Romania,1968,31.791
Romania,1969,36.579
Romania,1970,38.841
Romania,1971,41.212
Romania,1972,43.489
Romania,1973,47.171
Romania,1974,47.89
Romania,1975,52.231
Romania,1976,56.217
Romania,1977,60.195
Romania,1978,64.998
Romania,1979,65.564
Romania,1980,66.67
Romania,1981,66.708
Romania,1982,66.642
Romania,1983,67.426
Romania,1984,66.768
Romania,1985,66.569
Romania,1986,68.277
Romania,1987,70.754
Romania,1988,71.729
Romania,1989,72.648
Romania,1990,60.5574667449
Romania,1991,50.691
Romania,1992,48.4775765036
Romania,1993,47.2794347149
Romania,1994,45.37
Romania,1995,48.5887145528
Romania,1996,48.164
Romania,1997,45.207620027
Romania,1998,41.301620027
Romania,1999,36.942
Romania,2000,37.004
Romania,2001,37.283
Romania,2002,38.597
Romania,2003,37.7937145528
Romania,2004,38.9677308349
Romania,2005,39.7637549847
Romania,2006,40.5663739505
Romania,2007,37.5458909194
Romania,2008,38.5036906272
Romania,2009,33.9673474318
Romania,2010,34.2563675314
Romania,2011,35.3603234014
Romania,2012,33.6017590394
Russian Federation,1965,n/a
Russian Federation,1966,n/a
Russian Federation,1967,n/a
Russian Federation,1968,n/a
Russian Federation,1969,n/a
Russian Federation,1970,n/a
Russian Federation,1971,n/a
Russian Federation,1972,n/a
Russian Federation,1973,n/a
Russian Federation,1974,n/a
Russian Federation,1975,n/a
Russian Federation,1976,n/a
Russian Federation,1977,n/a
Russian Federation,1978,n/a
Russian Federation,1979,n/a
Russian Federation,1980,n/a
Russian Federation,1981,n/a
Russian Federation,1982,n/a
Russian Federation,1983,n/a
Russian Federation,1984,n/a
Russian Federation,1985,816.939829529
Russian Federation,1986,830.831233455
Russian Federation,1987,860.0423044913
Russian Federation,1988,874.3606647526
Russian Federation,1989,878.062240502
Russian Federation,1990,863.7589471506
Russian Federation,1991,852.5292030879
Russian Federation,1992,821.6483770338
Russian Federation,1993,767.2593096721
Russian Federation,1994,704.0577960288
Russian Federation,1995,664.0136979684
Russian Federation,1996,637.3789267711
Russian Federation,1997,602.2927112603
Russian Federation,1998,602.3108261706
Russian Federation,1999,608.2769290914
Russian Federation,2000,619.4235197718
Russian Federation,2001,629.4830142304
Russian Federation,2002,628.2031765575
Russian Federation,2003,642.1663650638
Russian Federation,2004,649.1879307155
Russian Federation,2005,647.9416901501
Russian Federation,2006,675.6384694452
Russian Federation,2007,680.0849042605
Russian Federation,2008,683.4747188233
Russian Federation,2009,647.803013834
Russian Federation,2010,674.0359224416
Russian Federation,2011,696.4594787012
Russian Federation,2012,694.202621832
Slovakia,1965,8.895
Slovakia,1966,9.22
Slovakia,1967,9.291
Slovakia,1968,9.925
Slovakia,1969,10.504
Slovakia,1970,11.536
Slovakia,1971,12.248
Slovakia,1972,12.739
Slovakia,1973,13.218
Slovakia,1974,13.886
Slovakia,1975,14.669
Slovakia,1976,15.52
Slovakia,1977,16.452
Slovakia,1978,16.924
Slovakia,1979,17.784
Slovakia,1980,18.399
Slovakia,1981,18.353
Slovakia,1982,17.986
Slovakia,1983,18.191
Slovakia,1984,19.429
Slovakia,1985,20.337
Slovakia,1986,20.608
Slovakia,1987,20.477
Slovakia,1988,20.465
Slovakia,1989,21
Slovakia,1990,20.444
Slovakia,1991,18.595
Slovakia,1992,18.094
Slovakia,1993,17.0724763685
Slovakia,1994,16.636
Slovakia,1995,17.263
Slovakia,1996,17.521
Slovakia,1997,17.1207145528
Slovakia,1998,17.6008582113
Slovakia,1999,17.5423837125
Slovakia,2000,18.1326218968
Slovakia,2001,18.6091094838
Slovakia,2002,18.7236331152
Slovakia,2003,18.128367373
Slovakia,2004,17.6005267345
Slovakia,2005,18.7535963006
Slovakia,2006,17.8617883835
Slovakia,2007,17.2033310434
Slovakia,2008,17.6843597059
Slovakia,2009,16.0334893756
Slovakia,2010,17.0258518188
Slovakia,2011,16.5085254326
Slovakia,2012,16.9258863876
Spain,1965,28.339
Spain,1966,32.1984744988
Spain,1967,34.5017956736
Spain,1968,36.6319489976
